sp_id	sp_gq_id	age	sex
938809310	450000887	19	F
938809311	450000887	19	F
938809312	450000887	19	F
938809313	450000887	19	F
938809314	450000887	18	F
938809315	450000887	19	F
938809316	450000887	20	F
938809317	450000887	18	F
938809318	450000887	22	F
938809319	450000887	19	F
938809320	450000887	19	F
938809321	450000887	20	F
938809322	450000887	21	F
938809323	450000887	19	F
938809324	450000887	18	F
938809325	450000887	21	F
938809326	450000887	18	F
938809327	450000887	18	F
938809328	450000887	20	F
938809329	450000887	19	F
938809330	450000887	22	F
938809331	450000887	23	F
938809332	450000887	31	F
938809333	450000887	20	F
938809334	450000887	21	F
938809335	450000887	19	F
938809336	450000887	18	F
938809337	450000887	19	F
938809338	450000887	19	F
938809339	450000887	21	F
938809340	450000887	19	F
938809341	450000887	19	F
938809342	450000887	19	F
938809343	450000887	19	F
938809344	450000887	21	F
938809345	450000887	19	F
938809346	450000887	18	F
938809347	450000887	22	F
938809348	450000887	19	F
938809349	450000887	21	F
938809350	450000887	27	F
938809351	450000887	28	F
938809352	450000887	19	F
938809353	450000887	22	F
938809354	450000887	19	F
938809355	450000887	19	F
938809356	450000887	18	F
938809357	450000887	18	F
938809358	450000887	18	F
938809359	450000887	20	F
938809360	450000887	24	F
938809361	450000887	19	F
938809362	450000887	18	F
938809363	450000887	21	F
938809364	450000887	20	F
938809365	450000887	20	F
938809366	450000887	19	F
938809367	450000887	22	F
938809368	450000887	22	F
938809369	450000887	18	F
938809370	450000887	22	F
938809371	450000887	18	F
938809372	450000887	18	F
938809373	450000887	18	F
938809374	450000887	20	F
938809375	450000887	19	F
938809376	450000887	19	F
938809377	450000887	19	F
938809378	450000887	22	F
938809379	450000887	19	F
938809380	450000887	20	F
938809381	450000887	19	F
938809382	450000887	18	F
938809383	450000887	19	F
938809384	450000887	20	F
938809385	450000887	18	F
938809386	450000887	19	F
938809387	450000887	22	F
938809388	450000887	18	F
938809389	450000887	24	F
938809390	450000887	20	F
938809391	450000887	24	F
938809392	450000887	18	F
938809393	450000887	19	F
938809394	450000887	23	F
938809395	450000887	21	F
938809396	450000887	18	F
938809397	450000887	18	F
938809398	450000887	22	F
938809399	450000887	18	F
938809400	450000887	18	F
938809401	450000887	19	F
938809402	450000887	20	F
938809403	450000887	24	F
938809404	450000887	19	F
938809405	450000887	20	F
938809406	450000887	23	F
938809407	450000887	19	F
938809408	450000887	23	F
938809409	450000887	19	F
938809410	450000887	18	F
938809411	450000887	19	F
938809412	450000887	19	F
938809413	450000887	20	F
938809414	450000887	19	F
938809415	450000887	23	F
938809416	450000887	21	F
938809417	450000887	19	F
938809418	450000887	18	F
938809419	450000887	21	F
938809420	450000887	24	F
938809421	450000887	24	F
938809422	450000887	19	F
938809423	450000887	18	F
938809424	450000887	18	F
938809425	450000887	18	F
938809426	450000887	19	F
938809427	450000887	24	F
938809428	450000887	21	F
938809429	450000887	19	F
938809430	450000887	24	F
938809431	450000887	23	F
938809432	450000887	24	F
938809433	450000887	21	F
938809434	450000887	26	F
938809435	450000887	20	F
938809436	450000887	19	F
938809437	450000887	19	F
938809438	450000887	20	F
938809439	450000887	18	F
938809440	450000887	19	F
938809441	450000887	24	F
938809442	450000887	19	F
938809443	450000887	39	F
938809444	450000887	23	F
938809445	450000887	20	F
938809446	450000887	21	F
938809447	450000887	19	F
938809448	450000887	19	F
938809449	450000887	24	F
938809450	450000887	18	F
938809451	450000887	21	F
938809452	450000887	23	F
938809453	450000887	18	F
938809454	450000887	19	F
938809455	450000887	18	F
938809456	450000887	24	F
938809457	450000887	18	F
938809458	450000887	20	F
938809459	450000887	22	F
938809460	450000887	18	F
938809461	450000887	19	F
938809462	450000887	18	F
938809463	450000887	19	F
938809464	450000887	18	F
938809465	450000887	18	F
938809466	450000887	23	F
938809467	450000887	20	F
938809468	450000887	19	F
938809469	450000887	19	F
938809470	450000887	20	F
938809471	450000887	18	F
938809472	450000887	21	F
938809473	450000887	21	F
938809474	450000887	20	F
938809475	450000887	19	F
938809476	450000887	20	F
938809477	450000887	21	F
938809478	450000887	19	F
938809479	450000887	18	F
938809480	450000887	22	F
938809481	450000887	18	F
938809482	450000887	24	F
938809483	450000887	23	F
938809484	450000887	20	F
938809485	450000887	18	F
938809486	450000887	19	F
938809487	450000887	21	F
938809488	450000887	18	F
938809489	450000887	19	F
938809490	450000887	24	F
938809491	450000887	19	F
938809492	450000887	24	F
938809493	450000887	21	F
938809494	450000887	23	F
938809495	450000887	19	F
938809496	450000887	19	F
938809497	450000887	21	F
938809498	450000887	21	F
938809499	450000887	22	F
938809500	450000887	19	F
938809501	450000887	22	F
938809502	450000887	19	F
938809503	450000887	19	F
938809504	450000887	20	F
938809505	450000887	21	F
938809506	450000887	19	F
938809507	450000887	21	F
938809508	450000887	21	F
938809509	450000887	23	F
938809510	450000887	19	F
938809511	450000887	19	F
938809512	450000887	20	F
938809513	450000887	19	F
938809514	450000887	18	F
938809515	450000887	18	F
938809516	450000887	19	F
938809517	450000887	24	F
938809518	450000887	21	F
938809519	450000887	19	F
938809520	450000887	22	F
938809521	450000887	19	F
938809522	450000887	19	F
938809523	450000887	20	F
938809524	450000887	24	F
938809525	450000887	23	F
938809526	450000887	21	F
938809527	450000887	24	F
938809528	450000887	18	F
938809529	450000887	19	F
938809530	450000887	23	F
938809531	450000887	19	F
938809532	450000887	24	F
938809533	450000887	18	F
938809534	450000887	19	F
938809535	450000887	18	F
938809536	450000887	21	F
938809537	450000887	18	F
938809538	450000887	21	F
938809539	450000887	21	F
938809540	450000887	18	F
938809541	450000887	19	F
938809542	450000887	23	F
938809543	450000887	20	F
938809544	450000887	21	F
938809545	450000887	19	F
938809546	450000887	20	F
938809547	450000887	19	F
938809548	450000887	21	F
938809549	450000887	19	F
938809550	450000887	19	F
938809551	450000887	18	F
938809552	450000887	21	F
938809553	450000887	19	F
938809554	450000887	19	F
938809555	450000887	23	F
938809556	450000887	23	F
938809557	450000887	18	F
938809558	450000887	19	F
938809559	450000887	24	F
938809560	450000887	21	F
938809561	450000887	29	F
938809562	450000887	18	F
938809563	450000887	19	F
938809564	450000887	19	F
938809565	450000887	18	F
938809566	450000887	18	F
938809567	450000887	19	F
938809568	450000887	24	F
938809569	450000887	20	F
938809570	450000887	19	F
938809571	450000887	18	F
938809572	450000887	20	F
938809573	450000887	19	F
938809574	450000887	18	F
938809575	450000887	19	F
938809576	450000887	19	F
938809577	450000887	23	F
938809578	450000887	18	F
938809579	450000887	21	F
938809580	450000887	23	F
938809581	450000887	19	F
938809582	450000887	22	F
938809583	450000887	19	F
938809584	450000887	21	F
938809585	450000887	20	F
938809586	450000887	21	F
938809587	450000887	21	F
938809588	450000887	19	F
938809589	450000887	22	F
938809590	450000887	20	F
938809591	450000887	19	F
938809592	450000887	18	F
938809593	450000887	19	F
938809594	450000887	19	F
938809595	450000887	19	F
938809596	450000887	21	F
938809597	450000887	22	F
938809598	450000887	18	F
938809599	450000887	19	F
938809600	450000887	19	F
938809601	450000887	27	F
938809602	450000887	20	F
938809603	450000887	19	F
938809604	450000887	24	F
938809605	450000887	19	F
938809606	450000887	18	F
938809607	450000887	19	F
938809608	450000887	19	F
938809609	450000887	20	F
938809610	450000887	18	F
938809611	450000887	18	F
938809612	450000887	19	F
938809613	450000887	19	F
938809614	450000887	20	F
938809615	450000887	20	F
938809616	450000887	18	F
938809617	450000887	22	F
938809618	450000887	18	F
938809619	450000887	18	F
938809620	450000887	21	F
938809621	450000887	21	F
938809622	450000887	18	F
938809623	450000887	19	F
938809624	450000887	18	F
938809625	450000887	18	F
938809626	450000887	20	F
938809627	450000887	24	F
938809628	450000887	20	F
938809629	450000887	18	F
938809630	450000887	20	F
938809631	450000887	18	F
938809632	450000887	21	F
938809633	450000887	22	F
938809634	450000887	18	F
938809635	450000887	22	F
938809636	450000887	18	F
938809637	450000887	18	F
938809638	450000887	19	F
938809639	450000887	23	F
938809640	450000887	23	F
938809641	450000887	23	F
938809642	450000887	24	F
938809643	450000887	19	F
938809644	450000887	19	F
938809645	450000887	20	F
938809646	450000887	20	F
938809647	450000887	19	F
938809648	450000887	22	F
938809649	450000887	21	F
938809650	450000887	21	F
938809651	450000887	23	F
938809652	450000887	21	F
938809653	450000887	20	F
938809654	450000887	23	F
938809655	450000887	24	F
938809656	450000887	18	F
938809657	450000887	23	F
938809658	450000887	18	F
938809659	450000887	19	F
938809660	450000887	21	F
938809661	450000887	18	F
938809662	450000887	19	F
938809663	450000887	19	F
938809664	450000887	22	F
938809665	450000887	20	F
938809666	450000887	19	F
938809667	450000887	20	F
938809668	450000887	33	F
938809669	450000887	19	F
938809670	450000887	21	F
938809671	450000887	19	F
938809672	450000887	21	F
938809673	450000887	18	F
938809674	450000887	19	F
938809675	450000887	18	F
938809676	450000887	18	F
938809677	450000887	23	F
938809678	450000887	21	F
938809679	450000887	20	F
938809680	450000887	19	F
938809681	450000887	23	F
938809682	450000887	21	F
938809683	450000887	18	F
938809684	450000887	18	F
938809685	450000887	19	F
938809686	450000887	22	F
938809687	450000887	24	F
938809688	450000887	19	F
938809689	450000887	18	F
938809690	450000887	19	F
938809691	450000887	18	F
938809692	450000887	22	F
938809693	450000887	21	F
938809694	450000887	21	F
938809695	450000887	20	F
938809696	450000887	18	F
938809697	450000887	26	F
938809698	450000887	19	F
938809699	450000887	20	F
938809700	450000887	23	F
938809701	450000887	24	F
938809702	450000887	19	F
938809703	450000887	19	F
938809704	450000887	19	F
938809705	450000887	18	F
938809706	450000887	18	F
938809707	450000887	20	F
938809708	450000887	19	F
938809709	450000887	23	F
938809710	450000887	20	F
938809711	450000887	22	F
938809712	450000887	20	F
938809713	450000887	57	F
938809714	450000887	19	F
938809715	450000887	22	F
938809716	450000887	22	F
938809717	450000887	18	F
938809718	450000887	19	F
938809719	450000887	18	F
938809720	450000887	24	F
938809721	450000887	19	F
938809722	450000887	19	F
938809723	450000887	22	F
938809724	450000887	19	F
938809725	450000887	18	F
938809726	450000887	18	F
938809727	450000887	19	F
938809728	450000887	18	F
938809729	450000887	18	F
938809730	450000887	18	F
938809731	450000887	23	F
938809732	450000887	21	F
938809733	450000887	22	F
938809734	450000887	19	F
938809735	450000887	19	F
938809736	450000887	21	F
938809737	450000887	19	F
938809738	450000887	20	F
938809739	450000887	18	F
938809740	450000887	18	F
938809741	450000887	21	F
938809742	450000887	19	F
938809743	450000887	19	F
938809744	450000887	19	F
938809745	450000887	18	F
938809746	450000887	19	F
938809747	450000887	23	F
938809748	450000887	24	F
938809749	450000887	21	F
938809750	450000887	20	F
938809751	450000887	19	F
938809752	450000887	18	F
938809753	450000887	19	F
938809754	450000887	21	F
938809755	450000887	19	F
938809756	450000887	20	F
938809757	450000887	21	F
938809758	450000887	19	F
938809759	450000887	20	F
938809760	450000887	20	F
938809761	450000887	50	F
938809762	450000887	19	F
938809763	450000887	19	F
938809764	450000887	18	F
938809765	450000887	18	F
938809766	450000887	22	F
938809767	450000887	19	F
938809768	450000887	22	F
938809769	450000887	19	F
938809770	450000887	18	F
938809771	450000887	22	F
938809772	450000887	18	F
938809773	450000887	21	F
938809774	450000887	22	F
938809775	450000887	26	F
938809776	450000887	19	F
938809777	450000887	19	F
938809778	450000887	23	F
938809779	450000887	22	F
938809780	450000887	20	F
938809781	450000887	21	F
938809782	450000887	18	F
938809783	450000887	22	F
938809784	450000887	18	F
938809785	450000887	20	F
938809786	450000887	18	F
938809787	450000887	22	F
938809788	450000887	19	F
938809789	450000887	18	F
938809790	450000887	22	F
938809791	450000887	19	F
938809792	450000887	18	F
938809793	450000887	19	F
938809794	450000887	18	F
938809795	450000887	18	F
938809796	450000887	19	F
938809797	450000887	23	F
938809798	450000887	19	F
938809799	450000887	18	F
938809800	450000887	22	F
938809801	450000887	19	F
938809802	450000887	18	F
938809803	450000887	19	F
938809804	450000887	24	F
938809805	450000887	19	F
938809806	450000887	20	F
938809807	450000887	22	F
938809808	450000887	19	F
938809809	450000887	21	F
938809810	450000887	19	F
938809811	450000887	19	F
938809812	450000887	19	F
938809813	450000887	18	F
938809814	450000887	20	F
938809815	450000887	19	F
938809816	450000887	19	F
938809817	450000887	19	F
938809818	450000887	20	F
938809819	450000887	19	F
938809820	450000887	19	F
938809821	450000887	20	F
938809822	450000887	19	F
938809823	450000887	18	F
938809824	450000887	19	F
938809825	450000887	20	F
938809826	450000887	21	F
938809827	450000887	22	F
938809828	450000887	18	F
938809829	450000887	20	F
938809830	450000887	19	F
938809831	450000887	18	F
938809832	450000887	23	F
938809833	450000887	31	F
938809834	450000887	22	F
938809835	450000887	19	F
938809836	450000887	18	F
938809837	450000887	19	F
938809838	450000887	21	F
938809839	450000887	18	F
938809840	450000887	18	F
938809841	450000887	18	F
938809842	450000887	19	F
938809843	450000887	21	F
938809844	450000887	19	F
938809845	450000887	19	F
938809846	450000887	24	F
938809847	450000887	18	F
938809848	450000887	21	F
938809849	450000887	20	F
938809850	450000887	19	F
938809851	450000887	20	F
938809852	450000887	20	F
938809853	450000887	20	F
938809854	450000887	18	F
938809855	450000887	19	F
938809856	450000887	19	F
938809857	450000887	23	F
938809858	450000887	20	F
938809859	450000887	19	F
938809860	450000887	20	F
938809861	450000887	18	F
938809862	450000887	19	F
938809863	450000887	18	F
938809864	450000887	19	F
938809865	450000887	18	F
938809866	450000887	19	F
938809867	450000887	21	F
938809868	450000887	22	F
938809869	450000887	22	F
938809870	450000887	18	F
938809871	450000887	23	F
938809872	450000887	19	F
938809873	450000887	18	F
938809874	450000887	18	F
938809875	450000887	20	F
938809876	450000887	19	F
938809877	450000887	19	F
938809878	450000887	20	F
938809879	450000887	18	F
938809880	450000887	20	F
938809881	450000887	23	F
938809882	450000887	23	F
938809883	450000887	19	F
938809884	450000887	19	F
938809885	450000887	19	F
938809886	450000887	23	F
938809887	450000887	18	F
938809888	450000887	19	F
938809889	450000887	19	F
938809890	450000887	19	F
938809891	450000887	23	F
938809892	450000887	20	F
938809893	450000887	18	F
938809894	450000887	26	F
938809895	450000887	18	F
938809896	450000887	22	F
938809897	450000887	19	F
938809898	450000887	24	F
938809899	450000887	19	F
938809900	450000887	19	F
938809901	450000887	20	F
938809902	450000887	23	F
938809903	450000887	20	F
938809904	450000887	19	F
938809905	450000887	24	F
938809906	450000887	18	F
938809907	450000887	19	F
938809908	450000887	19	F
938809909	450000887	19	F
938809910	450000887	21	F
938809911	450000887	19	F
938809912	450000887	24	F
938809913	450000887	21	F
938809914	450000887	18	F
938809915	450000887	19	F
938809916	450000887	19	F
938809917	450000887	19	F
938809918	450000887	19	F
938809919	450000887	21	F
938809920	450000887	20	F
938809921	450000887	18	F
938809922	450000887	23	F
938809923	450000887	18	F
938809924	450000887	35	F
938809925	450000887	22	F
938809926	450000887	19	F
938809927	450000887	24	F
938809928	450000887	19	F
938809929	450000887	22	F
938809930	450000887	18	F
938809931	450000887	18	F
938809932	450000887	20	F
938809933	450000887	27	F
938809934	450000887	24	F
938809935	450000887	24	F
938809936	450000887	20	F
938809937	450000887	19	F
938809938	450000887	18	F
938809939	450000887	21	F
938809940	450000887	19	F
938809941	450000887	19	F
938809942	450000887	22	F
938809943	450000887	18	F
938809944	450000887	19	F
938809945	450000887	21	F
938809946	450000887	19	F
938809947	450000887	20	F
938809948	450000887	18	F
938809949	450000887	21	F
938809950	450000887	18	F
938809951	450000887	22	F
938809952	450000887	23	F
938809953	450000887	19	F
938809954	450000887	18	F
938809955	450000887	18	F
938809956	450000887	18	F
938809957	450000887	19	F
938809958	450000887	21	F
938809959	450000887	23	F
938809960	450000887	19	F
938809961	450000887	20	F
938809962	450000887	22	F
938809963	450000887	18	F
938809964	450000887	20	F
938809965	450000887	21	F
938809966	450000887	18	F
938809967	450000887	19	F
938809968	450000887	19	F
938809969	450000887	18	F
938809970	450000887	23	F
938809971	450000887	19	F
938809972	450000887	19	F
938809973	450000887	18	F
938809974	450000887	19	F
938809975	450000887	19	F
938809976	450000887	20	F
938809977	450000887	18	F
938809978	450000887	19	F
938809979	450000887	20	F
938809980	450000887	23	F
938809981	450000887	18	F
938809982	450000887	18	F
938809983	450000887	23	F
938809984	450000887	19	F
938809985	450000887	23	F
938809986	450000887	19	F
938809987	450000887	22	F
938809988	450000887	19	F
938809989	450000887	21	F
938809990	450000887	24	F
938809991	450000887	19	F
938809992	450000887	27	F
938809993	450000887	19	F
938809994	450000887	18	F
938809995	450000887	19	F
938809996	450000887	21	F
938809997	450000887	19	F
938809998	450000887	19	F
938809999	450000887	20	F
938810000	450000887	19	F
938810001	450000887	20	F
938810002	450000887	23	F
938810003	450000887	19	F
938810004	450000887	22	F
938810005	450000887	19	F
938810006	450000887	19	F
938810007	450000887	22	F
938810008	450000887	22	F
938810009	450000887	21	F
938810010	450000887	19	F
938810011	450000887	18	F
938810012	450000887	19	F
938810013	450000887	19	F
938810014	450000887	25	F
938810015	450000887	20	F
938810016	450000887	19	F
938810017	450000887	23	F
938810018	450000887	22	F
938810019	450000887	21	F
938810020	450000887	19	F
938810021	450000887	21	F
938810022	450000887	24	F
938810023	450000887	19	F
938810024	450000887	24	F
938810025	450000887	19	F
938810026	450000887	19	F
938810027	450000887	19	F
938810028	450000887	22	F
938810029	450000887	18	F
938810030	450000887	19	F
938810031	450000887	18	F
938810032	450000887	19	F
938810033	450000887	22	F
938810034	450000887	19	F
938810035	450000887	24	F
938810036	450000887	18	F
938810037	450000887	19	F
938810038	450000887	19	F
938810039	450000887	21	F
938810040	450000887	19	F
938810041	450000887	18	F
938810042	450000887	21	F
938810043	450000887	19	F
938810044	450000887	18	F
938810045	450000887	19	F
938810046	450000887	19	F
938810047	450000887	18	F
938810048	450000887	18	F
938810049	450000887	18	F
938810050	450000887	19	F
938810051	450000887	19	F
938810052	450000887	18	F
938810053	450000887	27	F
938810054	450000887	23	F
938810055	450000887	19	F
938810056	450000887	19	F
938810057	450000887	20	F
938810058	450000887	18	F
938810059	450000887	24	F
938810060	450000887	21	F
938810061	450000887	23	F
938810062	450000887	18	F
938810063	450000887	19	F
938810064	450000887	19	F
938810065	450000887	19	F
938810066	450000887	20	F
938810067	450000887	18	F
938810068	450000887	22	F
938810069	450000887	19	F
938810070	450000887	19	F
938810071	450000887	18	F
938810072	450000887	20	F
938810073	450000887	19	F
938810074	450000887	18	F
938810075	450000887	19	F
938810076	450000887	18	F
938810077	450000887	22	F
938810078	450000887	19	F
938810079	450000887	23	F
938810080	450000887	19	F
938810081	450000887	20	F
938810082	450000887	18	F
938810083	450000887	19	F
938810084	450000887	20	F
938810085	450000887	19	F
938810086	450000887	20	F
938810087	450000887	19	F
938810088	450000887	19	F
938810089	450000887	19	F
938810090	450000887	20	F
938810091	450000887	18	F
938810092	450000887	18	F
938810093	450000887	19	F
938810094	450000887	19	F
938810095	450000887	21	F
938810096	450000887	23	F
938810097	450000887	18	F
938810098	450000887	20	F
938810099	450000887	21	F
938810100	450000887	19	F
938810101	450000887	20	F
938810102	450000887	19	F
938810103	450000887	22	F
938810104	450000887	22	F
938810105	450000887	24	F
938810106	450000887	18	F
938810107	450000887	18	F
938810108	450000887	19	F
938810109	450000887	18	F
938810110	450000887	21	F
938810111	450000887	22	F
938810112	450000887	18	F
938810113	450000887	20	F
938810114	450000887	19	F
938810115	450000887	21	F
938810116	450000887	19	F
938810117	450000887	19	F
938810118	450000887	19	F
938810119	450000887	19	F
938810120	450000887	21	F
938810121	450000887	19	F
938810122	450000887	22	F
938810123	450000887	19	F
938810124	450000887	26	F
938810125	450000887	22	F
938810126	450000887	23	F
938810127	450000887	19	F
938810128	450000887	18	F
938810129	450000887	19	F
938810130	450000887	22	F
938810131	450000887	23	F
938810132	450000887	19	F
938810133	450000887	20	F
938810134	450000887	23	F
938810135	450000887	18	F
938810136	450000887	20	F
938810137	450000887	23	F
938810138	450000887	18	F
938810139	450000887	20	F
938810140	450000887	19	F
938810141	450000887	19	F
938810142	450000887	23	F
938810143	450000887	19	F
938810144	450000887	20	F
938810145	450000887	19	F
938810146	450000887	19	F
938810147	450000887	19	F
938810148	450000887	20	F
938810149	450000887	18	F
938810150	450000887	21	F
938810151	450000887	24	F
938810152	450000887	19	F
938810153	450000887	18	F
938810154	450000887	18	F
938810155	450000887	18	F
938810156	450000887	19	F
938810157	450000887	21	F
938810158	450000887	18	F
938810159	450000887	18	F
938810160	450000887	21	F
938810161	450000887	20	F
938810162	450000887	22	F
938810163	450000887	22	F
938810164	450000887	26	F
938810165	450000887	19	F
938810166	450000887	23	F
938810167	450000887	19	F
938810168	450000887	29	F
938810169	450000887	19	F
938810170	450000887	21	F
938810171	450000887	20	F
938810172	450000887	23	F
938810173	450000887	19	F
938810174	450000887	21	F
938810175	450000887	18	F
938810176	450000887	21	F
938810177	450000887	20	F
938810178	450000887	22	F
938810179	450000887	19	F
938810180	450000887	21	F
938810181	450000887	18	F
938810182	450000887	23	F
938810183	450000887	21	F
938810184	450000887	18	F
938810185	450000887	22	F
938810186	450000887	18	F
938810187	450000887	23	F
938810188	450000887	19	F
938810189	450000887	19	F
938810190	450000887	21	F
938810191	450000887	19	F
938810192	450000887	19	F
938810193	450000887	18	F
938810194	450000887	28	F
938810195	450000887	21	F
938810196	450000887	18	F
938810197	450000887	18	F
938810198	450000887	22	F
938810199	450000887	18	F
938810200	450000887	19	F
938810201	450000887	24	F
938810202	450000887	19	F
938810203	450000887	20	F
938810204	450000887	20	F
938810205	450000887	18	F
938810206	450000887	18	F
938810207	450000887	22	F
938810208	450000887	20	F
938810209	450000887	19	F
938810210	450000887	21	F
938810211	450000887	19	F
938810212	450000887	25	F
938810213	450000887	23	F
938810214	450000887	19	F
938810215	450000887	19	F
938810216	450000887	22	F
938810217	450000887	19	F
938810218	450000887	19	F
938810219	450000887	19	F
938810220	450000887	18	F
938810221	450000887	18	F
938810222	450000887	19	F
938810223	450000887	22	F
938810224	450000887	18	F
938810225	450000887	19	F
938810226	450000887	22	F
938810227	450000887	21	F
938810228	450000887	19	F
938810229	450000887	24	F
938810230	450000887	19	F
938810231	450000887	20	F
938810232	450000887	19	F
938810233	450000887	19	F
938810234	450000887	19	F
938810235	450000887	23	F
938810236	450000887	19	F
938810237	450000887	18	F
938810238	450000887	19	F
938810239	450000887	19	F
938810240	450000887	19	F
938810241	450000887	18	F
938810242	450000887	30	F
938810243	450000887	19	F
938810244	450000887	19	F
938810245	450000887	19	F
938810246	450000887	18	F
938810247	450000887	21	F
938810248	450000887	18	F
938810249	450000887	19	F
938810250	450000887	19	F
938810251	450000887	18	F
938810252	450000887	19	F
938810253	450000887	22	F
938810254	450000887	20	F
938810255	450000887	18	F
938810256	450000887	20	F
938810257	450000887	19	F
938810258	450000887	20	F
938810259	450000887	47	F
938810260	450000887	23	F
938810261	450000887	19	F
938810262	450000887	19	F
938810263	450000887	18	F
938810264	450000887	24	F
938810265	450000887	21	F
938810266	450000887	19	F
938810267	450000887	19	F
938810268	450000887	23	F
938810269	450000887	22	F
938810270	450000887	19	F
938810271	450000887	23	F
938810272	450000887	19	F
938810273	450000887	19	F
938810274	450000887	20	F
938810275	450000887	20	F
938810276	450000887	22	F
938810277	450000887	19	F
938810278	450000887	18	F
938810279	450000887	19	F
938810280	450000887	19	F
938810281	450000887	28	F
938810282	450000887	34	F
938810283	450000887	19	F
938810284	450000887	18	F
938810285	450000887	19	F
938810286	450000887	19	F
938810287	450000887	24	F
938810288	450000887	24	F
938810289	450000887	21	F
938810290	450000887	18	F
938810291	450000887	23	F
938810292	450000887	19	F
938810293	450000887	24	F
938810294	450000887	18	F
938810295	450000887	23	F
938810296	450000887	19	F
938810297	450000887	20	F
938810298	450000887	19	F
938810299	450000887	19	F
938810300	450000887	19	F
938810301	450000887	19	F
938810302	450000887	19	F
938810303	450000887	19	F
938810304	450000887	18	F
938810305	450000887	19	F
938810306	450000887	18	F
938810307	450000887	19	F
938810308	450000887	24	F
938810309	450000887	20	F
938810310	450000887	19	F
938810311	450000887	18	F
938810312	450000887	21	F
938810313	450000887	21	F
938810314	450000887	19	F
938810315	450000887	19	F
938810316	450000887	19	F
938810317	450000887	18	F
938810318	450000887	23	F
938810319	450000887	18	F
938810320	450000887	21	F
938810321	450000887	20	F
938810322	450000887	18	F
938810323	450000887	18	F
938810324	450000887	23	F
938810325	450000887	22	F
938810326	450000887	19	F
938810327	450000887	19	F
938810328	450000887	21	F
938810329	450000887	24	F
938810330	450000887	18	F
938810331	450000887	20	F
938810332	450000887	18	F
938810333	450000887	30	F
938810334	450000887	18	F
938810335	450000887	19	F
938810336	450000887	19	F
938810337	450000887	19	F
938810338	450000887	19	F
938810339	450000887	18	F
938810340	450000887	18	F
938810341	450000887	24	F
938810342	450000887	18	F
938810343	450000887	19	F
938810344	450000887	19	F
938810345	450000887	20	F
938810346	450000887	20	F
938810347	450000887	22	F
938810348	450000887	20	F
938810349	450000887	19	F
938810350	450000887	18	F
938810351	450000887	21	F
938810352	450000887	22	F
938810353	450000887	19	F
938810354	450000887	20	F
938810355	450000887	18	F
938810356	450000887	23	F
938810357	450000887	19	F
938810358	450000887	22	F
938810359	450000887	18	F
938810360	450000887	20	F
938810361	450000887	20	F
938810362	450000887	21	F
938810363	450000887	22	F
938810364	450000887	22	F
938810365	450000887	23	F
938810366	450000887	18	F
938810367	450000887	21	F
938810368	450000887	21	F
938810369	450000887	18	F
938810370	450000887	19	F
938810371	450000887	19	F
938810372	450000887	24	F
938810373	450000887	22	F
938810374	450000887	18	F
938810375	450000887	19	F
938810376	450000887	20	F
938810377	450000887	19	F
938810378	450000887	20	F
938810379	450000887	19	F
938810380	450000887	23	F
938810381	450000887	24	F
938810382	450000887	19	F
938810383	450000887	22	F
938810384	450000887	20	F
938810385	450000887	19	F
938810386	450000887	19	F
938810387	450000887	22	F
938810388	450000887	18	F
938810389	450000887	19	F
938810390	450000887	20	F
938810391	450000887	19	F
938810392	450000887	19	F
938810393	450000887	19	F
938810394	450000887	22	F
938810395	450000887	20	F
938810396	450000887	19	F
938810397	450000887	20	F
938810398	450000887	18	F
938810399	450000887	22	F
938810400	450000887	22	F
938810401	450000887	19	F
938810402	450000887	21	F
938810403	450000887	20	F
938810404	450000887	18	F
938810405	450000887	19	F
938810406	450000887	18	F
938810407	450000887	24	F
938810408	450000887	23	F
938810409	450000887	18	F
938810410	450000887	22	F
938810411	450000887	24	F
938810412	450000887	19	F
938810413	450000887	19	F
938810414	450000887	18	F
938810415	450000887	19	F
938810416	450000887	18	F
938810417	450000887	20	F
938810418	450000887	18	F
938810419	450000887	19	F
938810420	450000887	21	F
938810421	450000887	19	F
938810422	450000887	20	F
938810423	450000887	19	F
938810424	450000887	19	F
938810425	450000887	22	F
938810426	450000887	19	F
938810427	450000887	20	F
938810428	450000887	18	F
938810429	450000887	20	F
938810430	450000887	19	F
938810431	450000887	23	F
938810432	450000887	22	F
938810433	450000887	21	F
938810434	450000887	18	F
938810435	450000887	19	F
938810436	450000887	18	F
938810437	450000887	18	F
938810438	450000887	19	F
938810439	450000887	22	F
938810440	450000887	24	F
938810441	450000887	21	F
938810442	450000887	19	F
938810443	450000887	21	F
938810444	450000887	18	F
938810445	450000887	19	F
938810446	450000887	21	F
938810447	450000887	18	F
938810448	450000887	19	F
938810449	450000887	19	F
938810450	450000887	21	F
938810451	450000887	19	F
938810452	450000887	19	F
938810453	450000887	20	F
938810454	450000887	19	F
938810455	450000887	19	F
938810456	450000887	18	F
938810457	450000887	21	F
938810458	450000887	19	F
938810459	450000887	19	F
938810460	450000887	18	F
938810461	450000887	19	F
938810462	450000887	19	F
938810463	450000887	22	F
938810464	450000887	19	F
938810465	450000887	18	F
938810466	450000887	24	F
938810467	450000887	19	F
938810468	450000887	24	F
938810469	450000887	19	F
938810470	450000887	19	F
938810471	450000887	24	F
938810472	450000887	19	F
938810473	450000887	22	F
938810474	450000887	21	F
